Planet Name,Host Name,RA,DEC,Distance [pc],Distance Upper Unc [pc],Distance Lower Unc [pc]
TOI-198 b,TOI-198,2.2715087,-27.1217452,23.7262,0.02655,-0.02655
Kepler-1029 b,Kepler-1029,292.1328738,41.5474786,366.656,2.5695,-2.5695
Kepler-803 b,Kepler-803,299.2216728,44.6939033,639.771,6.587,-6.587
Kepler-370 c,Kepler-370,292.1710683,40.9162381,1167.94,35.395,-35.395
Kepler-1903 b,Kepler-1903,290.8882981,51.2481617,1775.44,79.1,-72.76
Kepler-1729 b,Kepler-1729,296.6939428,42.6261145,576.181,12.447,-11.94
Kepler-224 d,Kepler-224,290.9342679,47.3575414,782.088,18.719,-17.879
Kepler-244 c,Kepler-244,287.242641,42.3014185,1036.49,36.26,-33.93
Kepler-165 c,Kepler-165,280.69092,47.8096702,560.885,6.331,-6.193
HAT-P-14 b,HAT-P-14,260.1161719,38.2421682,222.663,1.257,-1.244
TOI-1052 b,TOI-1052,337.5102738,-75.6465606,129.804,0.56,-0.555
Kepler-1081 b,Kepler-1081,289.444752,41.3179652,420.215,2.776,-2.776
HD 149806 b,HD 149806,249.2855187,0.2546794,20.2727,0.0179,-0.0179
HD 187123 c,HD 187123,296.7428786,34.41899,45.9548,0.0716,-0.0714
Kepler-386 b,Kepler-386,289.8589165,48.6938077,882.462,29.384,-27.58
Kepler-288 b,Kepler-288,288.9163997,39.5947523,1194.15,34.44,-32.59
Kepler-1682 b,Kepler-1682,293.9835827,39.5728474,1159.85,46.04,-46.04
HAT-P-56 b,HAT-P-56,100.8480137,27.2521823,320.639,5.652,-5.463
Kepler-224 e,Kepler-224,290.9342679,47.3575414,782.088,18.719,-17.879
TOI-1408 b,TOI-1408,313.5110469,72.5806455,139.484,0.418,-0.417
TrES-1 b,TrES-1,286.0408755,36.632536,159.658,0.736,-0.73
Kepler-1157 b,Kepler-1157,283.1209268,43.5255701,342.144,2.416,-2.383
Kepler-671 b,Kepler-671,294.2657519,49.3140933,1168.26,43.81,-40.8
WASP-22 b,WASP-22,52.8180374,-23.8197924,317.652,5.638,-5.447
Kepler-754 b,Kepler-754,293.2541121,37.8461519,1770.27,84.735,-84.735
2MASS J03590986+2009361 b,2MASS J03590986+2009361,59.7911026,20.1599759,117.435,2.32,-2.233
DH Tau b,DH Tau,67.4231674,26.5493897,134.846,1.282,-1.258
Kepler-524 c,Kepler-524,296.8591787,49.1620125,1058.24,14.93,-14.93
TOI-4860 b,TOI-4860,183.563961,-13.1748411,80.1423,0.6481,-0.6379
Kepler-209 c,Kepler-209,291.1694567,42.6407281,576.946,5.5555,-5.5555
Kepler-1241 b,Kepler-1241,294.5762033,38.4569588,968.722,31.398,-29.522
WASP-95 b,WASP-95,337.4578243,-48.0030988,137.544,0.795,-0.786
Kepler-1148 b,Kepler-1148,290.9536059,45.7195545,625.692,10.668,-10.321
K2-32 c,K2-32,252.426008,-19.5430504,157.682,1.309,-1.288
Kepler-220 b,Kepler-220,291.5060432,46.8956262,171.109,0.637,-0.633
Kepler-376 c,Kepler-376,291.6071451,38.4103192,923.067,16.189,-16.189
HD 219828 b,HD 219828,349.6947029,18.6457524,73.114,0.357,-0.3536
Kepler-30 d,Kepler-30,285.2836483,38.9472625,914.221,27.0815,-27.0815
Kepler-1965 b,Kepler-1965,292.5147146,38.0219872,521.791,4.563,-4.563
Kepler-428 b,Kepler-428,290.5817432,40.5773106,686.284,15.431,-15.431
Kepler-290 d,Kepler-290,286.4100307,42.6815137,694.627,14.518,-13.946
GJ 436 b,GJ 436,175.5505363,26.7030669,9.75321,0.00898,-0.00896
WASP-72 b,WASP-72,41.0400779,-30.1690785,434.754,8.537,-8.221
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,272.019257,-29.7315826,3400.0,800.0,-500.0
Kepler-18 b,Kepler-18,298.0794448,44.746248,433.047,3.204,-3.158
HAT-P-50 b,HAT-P-50,118.0634379,12.1393474,515.458,16.696,-15.697
K2-413 c,K2-413,353.4175668,-7.6120272,285.162,3.569,-3.483
Kepler-576 b,Kepler-576,295.1828896,38.6542028,617.55,11.337,-10.943
Kepler-95 b,Kepler-95,284.4824281,44.397891,445.656,5.783,-5.64
Kepler-1138 b,Kepler-1138,285.8993164,48.307285,872.328,22.717,-21.612
Kepler-157 c,Kepler-157,291.0972257,38.8756049,773.713,10.485,-10.485
Kepler-414 b,Kepler-414,297.9615616,48.2443363,413.46,3.023,-2.981
Kepler-930 b,Kepler-930,298.3144494,42.2473698,848.396,11.668,-11.668
Kepler-585 b,Kepler-585,286.5284924,43.8733751,585.187,5.537,-5.537
Kepler-1024 b,Kepler-1024,291.9510277,38.2516419,1087.4,50.46,-50.46
Kepler-23 c,Kepler-23,294.2189131,49.4792536,835.756,11.463,-11.163
Kepler-414 b,Kepler-414,297.9615616,48.2443363,413.46,3.023,-2.981
Kepler-9 b,Kepler-9,285.5739904,38.4008192,628.257,6.7435,-6.7435
Kepler-858 b,Kepler-858,288.8488552,51.2090375,298.532,1.972,-1.947
Kepler-302 c,Kepler-302,294.3169307,43.6292436,1402.58,56.98,-56.98
K2-268 e,K2-268,133.7094899,11.8482712,327.783,3.236,-3.175
Kepler-1355 b,Kepler-1355,283.7414249,49.0679833,911.269,25.492,-24.165
WASP-61 b,WASP-61,75.2996637,-26.0541438,488.66,5.558,-5.436
Kepler-621 b,Kepler-621,290.927245,39.9141166,,,
Kepler-653 b,Kepler-653,282.2130447,46.7177898,595.634,4.566,-4.497
KOI-4777.01,KOI-4777,287.2621474,42.0322257,172.245,1.243,-1.226
Kepler-28 c,Kepler-28,292.1370409,42.4294835,438.359,4.6705,-4.6705
Kepler-80 e,Kepler-80,296.1125759,39.9787451,369.451,2.8945,-2.8945
TYC 8998-760-1 c,TYC 8998-760-1,201.3001096,-64.9391566,94.6177,0.2844,-0.2828
WASP-88 b,WASP-88,309.5112337,-48.4620833,523.756,8.792,-8.511
TOI-904 b,TOI-904,89.3712733,-83.1297264,46.0891,0.0349,-0.0349
HD 165131 b,HD 165131,271.3444007,-21.6737039,57.4263,0.2111,-0.2096
Kepler-967 c,Kepler-967,286.5580128,38.4052418,568.546,,
Kepler-373 c,Kepler-373,289.3879904,50.5970115,1090.45,22.5,-22.5
Kepler-519 b,Kepler-519,299.3196708,41.3847447,246.61,1.454,-1.437
WASP-75 b,WASP-75,342.3858995,-10.6754686,294.001,4.412,-4.286
K2-271 b,K2-271,125.2239144,16.0907958,564.454,13.7,-13.7
Kepler-283 b,Kepler-283,293.6137413,47.838938,468.094,7.94,-7.684
Kepler-1443 b,Kepler-1443,283.4357392,47.0667983,593.646,21.954,-20.468
K2-208 b,K2-208,20.7789809,0.8890076,256.887,3.221,-3.144
WASP-119 b,WASP-119,55.9336392,-65.19378,302.448,2.017,-1.991
Kepler-548 b,Kepler-548,299.9059167,45.4396103,751.776,13.0105,-13.0105
HIP 54373 c,HIP 54373,166.8643532,-19.2916857,18.7168,0.0164,-0.0164
HAT-P-1 b,HAT-P-1,344.4453632,38.674919,158.979,0.977,-0.965
Kepler-737 b,Kepler-737,291.8629793,46.4291614,205.118,1.1585,-1.1585
Kepler-313 c,Kepler-313,298.2948708,48.7754,,,
Kepler-4 b,Kepler-4,285.6154492,50.1357712,487.916,5.898,-5.761
Kepler-2001 c,Kepler-2001,291.6594558,50.5838585,776.55,20.136,-19.16
Kepler-1963 b,Kepler-1963,296.5875182,47.207129,492.847,3.297,-3.255
Kepler-56 d,Kepler-56,293.7583002,41.871807,912.994,23.5465,-23.5465
HATS-14 b,HATS-14,313.2154754,-25.6873756,513.011,9.287,-8.968
Kepler-128 c,Kepler-128,282.4922622,43.9802442,396.379,3.947,-3.872
Kepler-416 c,Kepler-416,291.5569554,39.2272923,690.819,9.0135,-9.0135
Kepler-1826 b,Kepler-1826,292.7700072,48.8998469,336.952,3.1575,-3.1575
Kepler-1183 b,Kepler-1183,292.2324228,38.8921946,1919.19,174.31,-148.01
Kepler-363 d,Kepler-363,283.1920779,41.3054172,762.596,7.25,-7.118
TOI-5153 b,TOI-5153,91.5403204,-19.9534443,390.484,4.507,-4.407
WASP-67 b,WASP-67,295.7438485,-19.9497314,189.469,1.557,-1.533
Kepler-11 b,Kepler-11,297.1150949,41.9091092,646.346,6.375,-6.375
Kepler-1428 b,Kepler-1428,297.6422563,49.594958,1530.32,38.18,-38.18
Kepler-1054 b,Kepler-1054,290.6011085,44.5563604,1090.51,22.95,-22.04
Kepler-37 c,Kepler-37,284.0592503,44.5183733,63.9207,0.1196,-0.1191
Kepler-1823 b,Kepler-1823,283.754777,45.335125,724.971,8.524,-8.331
Kepler-549 c,Kepler-549,283.0228527,47.2611431,635.145,7.022,-6.872
Kepler-233 b,Kepler-233,296.3665054,51.3194548,856.417,19.328,-18.506
Kepler-235 d,Kepler-235,286.0790779,39.278237,428.018,6.695,-6.495
HAT-P-2 b,HAT-P-2,245.1514324,41.0479601,127.774,0.425,-0.423
KOI-94 b,KOI-94,297.3330716,41.8911186,477.052,5.0,-4.899
Kepler-310 c,Kepler-310,288.839278,46.9867472,602.268,7.031,-6.873
Kepler-171 c,Kepler-171,296.7719082,41.7555958,863.855,18.329,-18.329
Kepler-535 b,Kepler-535,296.5666587,49.6961742,685.599,5.968,-5.868
Kepler-220 c,Kepler-220,291.5060432,46.8956262,171.109,0.637,-0.633
Kepler-763 b,Kepler-763,292.1445534,47.1573604,962.459,30.184,-28.432
Kepler-913 b,Kepler-913,297.5830564,41.9523531,991.618,34.082,-31.926
Kepler-792 b,Kepler-792,292.0068239,38.8207001,1425.47,54.065,-54.065
HAT-P-26 b,HAT-P-26,213.1565508,4.0594175,141.837,1.152,-1.133
Kepler-942 b,Kepler-942,294.9550809,44.1499518,216.354,0.653,-0.649
Kepler-861 b,Kepler-861,292.3539624,46.2262465,850.327,22.9325,-22.9325
Kepler-127 d,Kepler-127,285.1899439,46.0280596,352.794,2.691,-2.652
Kepler-447 b,Kepler-447,285.2685283,48.5598835,268.041,1.848,-1.823
Kepler-1266 b,Kepler-1266,285.8693277,42.7279996,849.312,26.456,-24.93
TOI-1173 b,TOI-1173,197.6830975,70.7680117,132.353,0.461,-0.458
Kepler-24 b,Kepler-24,290.4132621,38.3437283,1156.81,32.08,-32.08
Kepler-1771 b,Kepler-1771,292.0134714,49.0191267,565.752,,
Kepler-509 b,Kepler-509,289.664394,48.706165,332.443,3.781,-3.698
Kepler-601 b,Kepler-601,282.0046852,42.1764657,414.825,2.4175,-2.4175
HAT-P-62 b,HAT-P-62,74.5043816,48.3008551,348.815,4.951,-4.816
Kepler-1594 b,Kepler-1594,293.6230451,47.9619127,976.868,23.05,-22.029
Kepler-1084 b,Kepler-1084,290.1019809,48.251146,405.533,5.621,-5.472
HAT-P-16 b,HAT-P-16,9.5730343,42.4630961,226.637,4.471,-4.305
Kepler-524 c,Kepler-524,296.8591787,49.1620125,1058.24,14.93,-14.93
Kepler-424 b,Kepler-424,298.6249797,48.57745,698.646,10.125,-9.844
Kepler-937 b,Kepler-937,294.1688142,46.7146161,1571.46,61.055,-61.055
Kepler-110 c,Kepler-110,292.9291693,48.6028303,586.531,8.215,-7.995
Kepler-860 b,Kepler-860,295.5772681,46.2547028,1056.36,26.955,-26.955
Kepler-1127 b,Kepler-1127,293.2173563,42.7205846,842.459,20.1305,-20.1305
Kepler-342 c,Kepler-342,292.6780488,46.7266813,781.611,9.729,-9.498
Kepler-1334 b,Kepler-1334,289.311532,51.3209059,1223.04,34.12,-32.35
GJ 3929 b,GJ 3929,239.5775678,35.4081141,15.8095,0.0096,-0.0095
Kepler-711 b,Kepler-711,297.4600468,42.8398172,624.575,11.327,-10.937
Kepler-107 d,Kepler-107,297.028162,48.2086019,525.997,5.697,-5.577
K2-353 b,K2-353,201.6168564,-2.2819018,268.515,3.729,-3.629
Kepler-1578 b,Kepler-1578,288.3021104,47.7756227,1064.05,40.22,-37.44
Kepler-127 d,Kepler-127,285.1899439,46.0280596,352.794,2.691,-2.652
HIP 8152 b,HIP 8152,26.2092533,-18.4013844,101.694,0.421,-0.417
HATS-11 b,HATS-11,289.4007603,-22.3900092,944.603,32.262,-30.233
Kepler-1073 c,Kepler-1073,294.1527259,38.2330886,809.897,13.14,-12.733
Kepler-1087 b,Kepler-1087,294.9789253,46.0056741,362.623,3.508,-3.443
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,268.8655417,-28.3060611,2000.0,420.0,-420.0
Kepler-708 b,Kepler-708,293.8164588,42.2125159,1394.22,58.435,-58.435
HD 87883 b,HD 87883,152.1794175,34.2419984,18.2912,0.0125,-0.0124
Kepler-120 c,Kepler-120,287.8915707,39.3390979,388.63,3.24,-3.187
Kepler-1912 b,Kepler-1912,282.1178211,46.2239547,297.017,1.825,-1.803
Kepler-1143 b,Kepler-1143,287.302772,39.2896399,555.189,7.762,-7.555
Kepler-231 c,Kepler-231,293.9733913,50.531846,316.618,3.348,-3.281
Kepler-208 e,Kepler-208,293.8901979,42.5279413,775.328,8.8585,-8.8585
TOI-1201 b,TOI-1201,42.2476999,-14.5372835,37.8871,0.0516,-0.0516
Kepler-198 c,Kepler-198,290.6731326,38.6910045,495.358,4.2465,-4.2465
TOI-1442 b,TOI-1442,287.2921006,74.1742762,41.1659,0.0618,-0.0615
TYC 3667-1280-1 b,TYC 3667-1280-1,12.8875757,58.4261485,477.516,9.2365,-9.2365
Kepler-508 b,Kepler-508,295.4042546,42.9812789,324.618,2.548,-2.509
Kepler-462 b,Kepler-462,299.8211502,43.8142793,596.625,10.858,-10.484
Kepler-11 c,Kepler-11,297.1150949,41.9091092,646.346,6.375,-6.375
Kepler-1250 b,Kepler-1250,287.7938184,45.9802492,2126.85,137.12,-121.79
Kepler-321 b,Kepler-321,294.4536991,44.1457626,384.542,3.389,-3.331
Kepler-275 d,Kepler-275,292.4797004,38.5149018,2034.25,140.82,-124.0
Kepler-118 b,Kepler-118,299.2131881,41.4248195,574.228,6.899,-6.741
Kepler-1794 b,Kepler-1794,300.6196594,45.7888068,561.229,10.563,-10.187
Kepler-806 b,Kepler-806,296.0071956,44.8535698,361.896,2.925,-2.878
Kepler-69 b,Kepler-69,293.2609013,44.8688656,730.625,7.6555,-7.6555
Kepler-1655 b,Kepler-1655,286.6895986,39.2120802,213.26,0.991,-0.982
Kepler-784 b,Kepler-784,295.9206663,47.4486164,1303.72,21.12,-20.47
Kepler-409 b,Kepler-409,293.6792058,46.8527337,68.173,0.0996,-0.0993
Kepler-887 b,Kepler-887,290.0907893,39.8169085,886.588,12.515,-12.177
Kepler-1144 b,Kepler-1144,290.0432936,47.2578857,1140.57,32.62,-30.88
Kepler-339 c,Kepler-339,293.351701,48.4445922,616.637,9.3395,-9.3395
Kepler-610 c,Kepler-610,293.1713241,45.0655934,845.824,16.77,-16.142
Kepler-251 b,Kepler-251,296.5662171,44.1058077,924.625,27.219,-25.73
Kepler-1051 b,Kepler-1051,295.1581062,40.8988186,829.343,10.36,-10.112
Kepler-700 b,Kepler-700,287.154224,41.5657775,1491.76,60.51,-56.05
K2-126 b,K2-126,203.5467021,-13.5769705,102.953,0.777,-0.766
Kepler-253 b,Kepler-253,291.8419337,44.858124,838.595,20.317,-19.394
Kepler-324 e,Kepler-324,286.4714473,49.6490933,501.574,3.681,-3.629
Kepler-1285 b,Kepler-1285,281.8353366,44.1558825,422.269,3.37,-3.317
HIP 8152 b,HIP 8152,26.2092533,-18.4013844,101.694,0.421,-0.417
Kepler-267 c,Kepler-267,299.8305655,47.1575741,264.993,2.4925,-2.4925
WASP-75 b,WASP-75,342.3858995,-10.6754686,294.001,4.412,-4.286
Kepler-1642 b,Kepler-1642,297.2121215,43.643789,413.873,3.221,-3.174
Kepler-215 b,Kepler-215,294.9735313,45.2136867,485.997,3.654,-3.654
Kepler-1127 b,Kepler-1127,293.2173563,42.7205846,842.459,20.1305,-20.1305
Kepler-2000 b,Kepler-2000,285.5743032,49.9621218,320.588,3.651,-3.651
HD 75784 b,HD 75784,133.0992289,13.2330548,85.4321,0.52555,-0.52555
Kepler-229 d,Kepler-229,286.9994758,48.3757867,826.265,23.872,-22.591
Kepler-530 b,Kepler-530,283.3402948,48.549062,457.709,3.087,-3.046
Kepler-83 b,Kepler-83,282.2325197,43.6655662,400.409,5.153,-5.153
Kepler-123 b,Kepler-123,296.9985853,42.7819633,1021.66,22.53,-21.6
Kepler-556 b,Kepler-556,290.5294799,38.9427306,674.598,9.132,-9.132
WASP-18 b,WASP-18,24.3544618,-45.6777937,123.483,0.371,-0.369
Kepler-131 c,Kepler-131,288.5308924,40.942373,228.678,1.431,-1.413
Kepler-1641 b,Kepler-1641,296.359456,41.5745321,860.37,16.718,-16.104
Kepler-1448 b,Kepler-1448,287.8674123,50.5955846,768.903,10.2315,-10.2315
HD 38529 c,HD 38529,86.6451363,1.1675866,42.3538,0.10605,-0.10605
Kepler-263 c,Kepler-263,292.4698022,37.5677941,754.747,16.038,-16.038
Kepler-771 b,Kepler-771,287.4441104,38.0884183,1393.85,46.0,-43.19
Kepler-899 b,Kepler-899,297.4825612,40.6807412,1246.43,40.92,-38.43
Kepler-1151 b,Kepler-1151,292.2477819,47.8784257,682.436,10.963,-10.963
Kepler-20 e,Kepler-20,287.6979913,42.3385782,282.563,1.776,-1.753
HD 2952 b,HD 2952,8.2938367,54.8948177,110.103,0.657,-0.649
HATS-18 b,HATS-18,173.9574203,-29.1560639,624.368,16.147,-15.366
K2-59 c,K2-59,338.94255,-14.027727,311.313,3.544,-3.467
Kepler-1762 b,Kepler-1762,290.4931471,39.7855117,1663.74,87.74,-79.51
Kepler-345 c,Kepler-345,295.2288521,45.9710432,,,
Kepler-1294 b,Kepler-1294,291.2681037,44.4881624,1855.7,97.93,-88.76
Kepler-162 b,Kepler-162,297.2789115,43.7239693,855.641,15.029,-14.528
Kepler-213 c,Kepler-213,290.8241931,44.6472832,634.939,7.2715,-7.2715
Kepler-142 b,Kepler-142,295.1190067,48.4813635,548.686,4.126,-4.067
Kepler-462 c,Kepler-462,299.8211502,43.8142793,596.625,10.858,-10.484
WASP-159 b,WASP-159,68.1364792,-38.9682973,715.383,10.775,-10.466
Kepler-666 b,Kepler-666,298.4568899,48.7915925,1508.71,59.33,-55.07
KELT-11 b,KELT-11,161.7069053,-9.3993646,99.1596,0.52105,-0.52105
Kepler-167 b,Kepler-167,292.6585253,38.3455558,341.908,1.973,-1.973
Kepler-1544 b,Kepler-1544,297.2852168,49.2124526,335.09,1.666,-1.65
Kepler-1236 b,Kepler-1236,295.6247375,42.5458739,999.64,38.08,-35.429
Kepler-1235 b,Kepler-1235,284.9030677,43.9540616,540.604,4.3595,-4.3595
Kepler-1293 b,Kepler-1293,290.0258783,48.3359227,1028.16,14.93,-14.52
Kepler-947 b,Kepler-947,294.3667312,42.2526408,1730.78,99.26,-89.22
Kepler-350 b,Kepler-350,285.4195845,39.7061009,956.859,19.8105,-19.8105
HD 178911 B b,HD 178911 B,287.2632091,34.6006972,40.9727,0.0464,-0.0462
Kepler-1528 b,Kepler-1528,287.4029864,46.5740084,817.534,12.404,-12.044
HD 108236 d,HD 108236,186.5740627,-51.3630519,64.5978,0.1943,-0.1932
Kepler-1208 b,Kepler-1208,291.8812445,44.5557587,825.176,31.022,-28.889
Kepler-1014 b,Kepler-1014,285.1219875,44.1105331,624.8,6.638,-6.503
Kepler-1278 b,Kepler-1278,282.9569197,42.8255589,889.426,16.498,-15.918
Kepler-870 b,Kepler-870,295.4025625,50.4785992,1259.46,42.865,-42.865
Kepler-381 b,Kepler-381,285.1828685,43.8310283,267.323,1.708,-1.687
Kepler-1189 b,Kepler-1189,298.4264116,47.9468194,782.852,11.437,-11.437
Kepler-147 b,Kepler-147,287.9757213,39.087168,1042.02,25.965,-25.965
Kepler-97 b,Kepler-97,287.3265292,48.6733443,400.907,3.552,-3.491
Kepler-1461 b,Kepler-1461,285.8305091,43.198377,679.106,14.135,-13.581
Kepler-339 b,Kepler-339,293.351701,48.4445922,616.637,9.3395,-9.3395
Kepler-432 b,Kepler-432,293.2822344,48.2859173,848.023,20.1675,-20.1675
Kepler-85 b,Kepler-85,290.9734395,45.2902761,765.025,13.683,-13.219
HATS-28 b,HATS-28,284.3997616,-49.1385126,535.383,7.926,-7.703
Kepler-114 d,Kepler-114,294.121482,48.3497977,259.533,1.3085,-1.3085
Kepler-1153 b,Kepler-1153,289.1471849,45.86613,1119.49,43.6,-40.51
Kepler-873 b,Kepler-873,296.4031319,51.2712773,1182.22,33.82,-32.02
Kepler-1125 b,Kepler-1125,295.4812018,40.7319316,2011.41,275.0,-216.96
Kepler-508 b,Kepler-508,295.4042546,42.9812789,324.618,2.548,-2.509
Kepler-280 b,Kepler-280,291.3905325,42.1804735,780.361,11.302,-11.302
